CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,,,,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn
26109,24,Female,41,27,7,23,Standard,Monthly,983,20,1,,,,,,,,,,,
26110,38,Male,56,18,10,4,Premium,Annual,457,5,1,,,,,,,,,,,
26111,59,Male,14,1,0,27,Premium,Quarterly,931,26,1,,,,,,,,,,,
26112,49,Female,7,23,6,26,Premium,Monthly,462,5,1,,,,,,,,,,,
26113,58,Male,17,22,5,5,Standard,Quarterly,248,9,1,,,,,,,,,,,
26114,63,Male,46,27,6,2,Premium,Quarterly,380,23,1,,,,,,,,,,,
26115,29,Female,31,30,10,2,Basic,Monthly,303,6,1,,,,,,,,,,,
26116,37,Female,7,8,3,17,Premium,Annual,440,25,1,,,,,,,,,,,
26117,31,Female,25,21,7,15,Standard,Quarterly,149,21,1,,,,,,,,,,,
26118,42,Male,50,8,4,5,Basic,Annual,905,13,0,,,,,,,,,,,
26119,28,Male,5,14,8,27,Basic,Annual,552,5,1,,,,,,,,,,,
26120,30,Female,51,2,4,30,Premium,Annual,131,13,1,,,,,,,,,,,
26121,25,Female,20,23,8,28,Basic,Annual,300,21,1,,,,,,,,,,,
26122,27,Male,52,22,9,1,Basic,Quarterly,381,14,1,,,,,,,,,,,
26123,34,Female,30,6,10,5,Standard,Quarterly,718,3,1,,,,,,,,,,,
26124,63,Female,19,13,7,19,Premium,Quarterly,271,6,1,,,,,,,,,,,
26125,65,Female,31,6,6,4,Basic,Monthly,109,7,1,,,,,,,,,,,
26126,64,Male,51,28,10,24,Standard,Monthly,771,28,1,,,,,,,,,,,
26127,63,Female,9,10,1,22,Basic,Quarterly,542,4,1,,,,,,,,,,,
26128,64,Male,32,15,3,15,Standard,Annual,427,2,1,,,,,,,,,,,
26129,32,Female,34,5,7,25,Premium,Quarterly,529,2,1,,,,,,,,,,,
26130,36,Male,42,9,10,16,Premium,Annual,642,11,1,,,,,,,,,,,
26131,26,Female,60,1,7,11,Premium,Quarterly,785,27,1,,,,,,,,,,,
26132,65,Female,40,6,10,22,Standard,Quarterly,263,5,1,,,,,,,,,,,
26133,38,Female,38,3,4,23,Premium,Annual,403,30,1,,,,,,,,,,,
26134,43,Male,29,27,1,21,Standard,Quarterly,806,8,1,,,,,,,,,,,
26135,38,Female,13,13,2,14,Standard,Monthly,858,26,1,,,,,,,,,,,
26136,45,Male,60,8,5,7,Standard,Quarterly,550,17,1,,,,,,,,,,,
26137,33,Female,12,15,9,7,Standard,Annual,935,21,1,,,,,,,,,,,
26138,40,Female,42,9,6,25,Standard,Quarterly,829,26,1,,,,,,,,,,,
26139,64,Female,14,7,9,2,Premium,Quarterly,164,12,1,,,,,,,,,,,
26140,36,Male,51,22,6,7,Premium,Annual,809,21,1,,,,,,,,,,,
26141,48,Female,56,9,7,24,Premium,Monthly,709,9,1,,,,,,,,,,,
26142,39,Male,50,8,2,23,Standard,Monthly,622,6,1,,,,,,,,,,,
26143,32,Male,25,16,3,6,Premium,Annual,529,5,0,,,,,,,,,,,
26144,58,Female,42,13,1,12,Basic,Quarterly,182,15,1,,,,,,,,,,,
26145,47,Male,51,30,0,19,Basic,Quarterly,645,27,0,,,,,,,,,,,
26146,28,Male,9,12,8,12,Premium,Quarterly,370,1,1,,,,,,,,,,,
26147,53,Female,16,25,0,15,Basic,Annual,214,15,1,,,,,,,,,,,
26148,36,Male,30,28,1,2,Basic,Monthly,602,10,1,,,,,,,,,,,
26149,59,Female,25,2,4,0,Basic,Annual,521,24,1,,,,,,,,,,,
26150,45,Male,2,11,9,11,Standard,Quarterly,213,8,1,,,,,,,,,,,
26151,21,Female,10,21,7,28,Premium,Monthly,463,9,1,,,,,,,,,,,
26152,29,Female,56,9,8,30,Premium,Quarterly,161,7,1,,,,,,,,,,,
26153,64,Male,55,26,10,5,Standard,Quarterly,532,14,1,,,,,,,,,,,
26154,54,Male,48,22,10,3,Premium,Monthly,816,16,1,,,,,,,,,,,
26155,58,Male,34,7,5,18,Standard,Monthly,258,27,1,,,,,,,,,,,
26156,37,Female,41,1,7,28,Standard,Monthly,156,5,1,,,,,,,,,,,
26157,56,Female,9,21,3,24,Premium,Annual,821,7,1,,,,,,,,,,,
26158,46,Female,11,23,5,4,Standard,Annual,228,17,1,,,,,,,,,,,
26159,39,Female,19,24,9,27,Premium,Annual,205,15,1,,,,,,,,,,,
26160,65,Male,22,1,2,20,Standard,Quarterly,710,5,1,,,,,,,,,,,
26161,63,Female,15,22,2,12,Premium,Annual,562,8,1,,,,,,,,,,,
26162,21,Female,52,21,4,30,Premium,Annual,127,5,1,,,,,,,,,,,
26163,38,Female,5,5,10,13,Standard,Quarterly,913,13,1,,,,,,,,,,,
26164,53,Male,34,19,1,16,Basic,Annual,604,26,1,,,,,,,,,,,
26165,31,Male,22,12,2,7,Premium,Quarterly,787,4,0,,,,,,,,,,,
26166,63,Female,32,17,4,28,Premium,Annual,758,22,1,,,,,,,,,,,
26167,29,Male,53,27,0,6,Standard,Monthly,538,25,1,,,,,,,,,,,
26168,64,Male,54,17,9,1,Standard,Quarterly,936,29,1,,,,,,,,,,,
26169,54,Male,49,26,6,0,Premium,Annual,406,23,1,,,,,,,,,,,
26170,38,Male,20,4,2,1,Standard,Quarterly,122,14,1,,,,,,,,,,,
26171,57,Female,44,1,10,11,Standard,Monthly,217,26,1,,,,,,,,,,,
26172,36,Male,47,6,4,25,Premium,Annual,571,19,1,,,,,,,,,,,
26173,36,Male,54,18,0,5,Basic,Annual,787,15,0,,,,,,,,,,,
26174,41,Female,52,17,10,25,Standard,Annual,253,22,1,,,,,,,,,,,
26175,61,Male,52,15,6,8,Basic,Monthly,886,19,1,,,,,,,,,,,
26176,42,Male,49,26,10,25,Basic,Annual,339,7,1,,,,,,,,,,,
26177,25,Female,47,27,8,18,Standard,Annual,194,5,1,,,,,,,,,,,
26178,35,Male,34,1,4,30,Basic,Quarterly,424,10,1,,,,,,,,,,,
26179,49,Male,39,27,2,17,Standard,Annual,119,23,1,,,,,,,,,,,
26180,39,Female,23,7,3,12,Standard,Monthly,336,30,1,,,,,,,,,,,
26181,51,Male,18,17,1,12,Standard,Quarterly,765,30,1,,,,,,,,,,,
26182,34,Female,17,28,2,14,Standard,Quarterly,410,27,1,,,,,,,,,,,
26183,28,Female,28,22,2,0,Standard,Quarterly,128,16,1,,,,,,,,,,,
26184,26,Female,60,23,5,16,Standard,Monthly,850,29,1,,,,,,,,,,,
26185,40,Female,33,17,9,2,Standard,Quarterly,426,7,1,,,,,,,,,,,
26186,49,Male,48,1,1,29,Premium,Quarterly,185,5,1,,,,,,,,,,,
26187,42,Female,47,25,5,15,Premium,Annual,724,19,1,,,,,,,,,,,
26188,28,Male,34,1,5,1,Standard,Annual,333,4,1,,,,,,,,,,,
26189,57,Female,19,18,6,8,Premium,Quarterly,231,12,1,,,,,,,,,,,
26190,44,Male,13,17,9,9,Standard,Quarterly,981,30,1,,,,,,,,,,,
26191,60,Male,49,21,3,23,Standard,Monthly,359,24,1,,,,,,,,,,,
26192,56,Male,43,12,4,9,Basic,Monthly,127,4,1,,,,,,,,,,,
26193,34,Female,43,10,6,15,Standard,Monthly,162,16,1,,,,,,,,,,,
26194,24,Female,26,20,1,9,Standard,Monthly,770,19,1,,,,,,,,,,,
26195,49,Male,59,6,9,8,Premium,Annual,693,23,1,,,,,,,,,,,
26196,51,Male,48,10,1,30,Standard,Annual,518,11,1,,,,,,,,,,,
26197,63,Male,9,1,8,14,Basic,Monthly,467,13,1,,,,,,,,,,,
26198,18,Male,29,26,10,22,Standard,Annual,461,2,1,,,,,,,,,,,
26199,26,Female,46,19,4,7,Basic,Quarterly,170,17,1,,,,,,,,,,,
26200,61,Male,52,19,7,10,Standard,Quarterly,927,24,1,,,,,,,,,,,
26201,35,Female,44,24,0,28,Basic,Quarterly,294,20,1,,,,,,,,,,,
26202,42,Male,22,5,6,21,Standard,Monthly,948,30,1,,,,,,,,,,,
26203,38,Female,45,8,2,10,Basic,Annual,456,21,1,,,,,,,,,,,
26204,44,Male,56,23,7,19,Premium,Monthly,989,23,1,,,,,,,,,,,
26205,54,Female,6,24,8,18,Premium,Monthly,853,25,1,,,,,,,,,,,
26206,31,Male,5,27,6,28,Standard,Monthly,790,4,1,,,,,,,,,,,
26207,27,Male,13,3,10,5,Premium,Quarterly,641,23,1,,,,,,,,,,,
26208,46,Female,1,19,8,28,Basic,Monthly,948,14,1,,,,,,,,,,,
26209,55,Female,34,22,6,11,Standard,Monthly,360,19,1,,,,,,,,,,,
26210,18,Female,47,25,8,1,Basic,Quarterly,872,30,1,,,,,,,,,,,
26211,51,Female,9,8,3,6,Basic,Annual,252,6,1,,,,,,,,,,,
26212,37,Female,14,23,6,14,Basic,Quarterly,309,9,1,,,,,,,,,,,
26213,60,Female,42,3,2,20,Standard,Monthly,425,2,1,,,,,,,,,,,
26214,62,Male,6,14,8,21,Basic,Quarterly,345,18,1,,,,,,,,,,,
26215,57,Female,16,27,0,0,Standard,Quarterly,815,24,1,,,,,,,,,,,
26216,56,Female,2,28,10,14,Premium,Quarterly,128,11,1,,,,,,,,,,,
26217,19,Male,42,4,5,0,Premium,Quarterly,472,13,1,,,,,,,,,,,
26218,28,Female,21,1,1,5,Basic,Quarterly,918,30,1,,,,,,,,,,,
26219,33,Female,49,26,5,3,Basic,Annual,586,9,1,,,,,,,,,,,
26220,64,Male,31,12,0,15,Basic,Quarterly,938,20,1,,,,,,,,,,,
26221,61,Male,18,13,6,20,Premium,Monthly,576,5,1,,,,,,,,,,,
26222,51,Male,1,29,4,16,Premium,Quarterly,928,3,1,,,,,,,,,,,
26223,32,Male,11,26,5,15,Standard,Monthly,632,23,1,,,,,,,,,,,
26224,44,Male,37,9,7,8,Basic,Monthly,723,11,1,,,,,,,,,,,
26225,57,Female,13,2,5,30,Basic,Annual,743,12,1,,,,,,,,,,,
26226,23,Female,49,18,1,0,Premium,Annual,353,22,1,,,,,,,,,,,
26227,30,Male,57,9,10,23,Basic,Monthly,473,16,1,,,,,,,,,,,
26228,25,Male,59,5,0,17,Premium,Annual,123,21,1,,,,,,,,,,,
26229,36,Female,24,10,3,27,Premium,Quarterly,996,27,1,,,,,,,,,,,
26230,53,Female,8,9,7,19,Standard,Annual,560,26,1,,,,,,,,,,,
26231,57,Female,7,5,4,7,Standard,Quarterly,845,2,1,,,,,,,,,,,
26232,33,Female,46,26,2,0,Standard,Annual,314,5,1,,,,,,,,,,,
26233,52,Female,2,18,6,19,Premium,Monthly,597,19,1,,,,,,,,,,,
26234,18,Female,23,5,7,3,Standard,Monthly,318,12,1,,,,,,,,,,,
26235,25,Male,35,23,8,7,Standard,Monthly,393,29,1,,,,,,,,,,,
26236,54,Female,6,11,5,21,Premium,Annual,492,1,1,,,,,,,,,,,
26237,28,Female,38,4,4,19,Premium,Annual,738,7,1,,,,,,,,,,,
26238,25,Female,50,15,6,28,Standard,Annual,144,9,1,,,,,,,,,,,
26239,55,Female,35,22,8,0,Premium,Annual,140,1,1,,,,,,,,,,,
26240,27,Female,45,29,2,2,Standard,Quarterly,734,12,0,,,,,,,,,,,
26241,36,Male,42,21,0,30,Premium,Monthly,571,6,1,,,,,,,,,,,
26242,54,Female,22,2,1,15,Basic,Quarterly,654,19,1,,,,,,,,,,,
26243,47,Male,23,27,10,28,Premium,Annual,154,8,1,,,,,,,,,,,
26244,57,Female,37,16,10,20,Premium,Monthly,376,15,1,,,,,,,,,,,
26245,47,Female,56,6,6,29,Premium,Monthly,753,24,1,,,,,,,,,,,
26246,19,Female,2,16,8,9,Basic,Annual,201,30,1,,,,,,,,,,,
26247,54,Male,21,29,0,29,Premium,Quarterly,471,19,1,,,,,,,,,,,
26248,60,Female,25,10,2,15,Standard,Quarterly,703,9,1,,,,,,,,,,,
26249,31,Female,39,21,9,28,Basic,Monthly,646,20,1,,,,,,,,,,,
26250,58,Female,40,16,5,25,Premium,Quarterly,397,26,1,,,,,,,,,,,
26251,58,Male,33,11,6,0,Basic,Monthly,931,15,1,,,,,,,,,,,
26252,48,Female,5,17,9,19,Standard,Quarterly,795,21,1,,,,,,,,,,,
26253,45,Female,42,15,5,11,Basic,Annual,124,18,1,,,,,,,,,,,
26254,41,Female,12,8,2,10,Basic,Annual,680,10,1,,,,,,,,,,,
26255,52,Female,10,4,7,15,Basic,Monthly,941,21,1,,,,,,,,,,,
26256,57,Female,31,27,10,26,Standard,Quarterly,871,28,1,,,,,,,,,,,
26257,44,Male,31,30,9,9,Premium,Monthly,967,3,1,,,,,,,,,,,
26258,27,Female,51,5,10,27,Standard,Quarterly,592,22,1,,,,,,,,,,,
26259,55,Female,23,23,10,3,Standard,Monthly,725,4,1,,,,,,,,,,,
26260,55,Male,27,1,3,22,Standard,Annual,548,13,1,,,,,,,,,,,
26261,37,Male,51,15,8,26,Standard,Monthly,959,20,1,,,,,,,,,,,
26262,50,Female,59,12,2,22,Premium,Annual,698,17,1,,,,,,,,,,,
26263,47,Male,41,23,3,12,Standard,Annual,115,23,1,,,,,,,,,,,
26264,59,Female,41,15,6,10,Premium,Monthly,571,9,1,,,,,,,,,,,
26265,45,Female,43,23,6,16,Basic,Annual,365,30,1,,,,,,,,,,,
26266,40,Male,4,27,6,2,Basic,Annual,342,24,1,,,,,,,,,,,
26267,34,Female,14,23,9,8,Premium,Monthly,166,11,1,,,,,,,,,,,
26268,35,Female,56,12,6,9,Standard,Quarterly,151,2,1,,,,,,,,,,,
26269,56,Female,7,27,5,22,Standard,Monthly,781,21,1,,,,,,,,,,,
26270,59,Male,60,27,3,26,Basic,Monthly,104,26,1,,,,,,,,,,,
26271,58,Male,46,5,6,21,Premium,Monthly,248,7,1,,,,,,,,,,,
26272,20,Male,34,9,10,12,Standard,Annual,305,15,1,,,,,,,,,,,
26273,65,Female,16,9,7,26,Premium,Annual,169,22,1,,,,,,,,,,,
26274,29,Male,3,11,0,26,Standard,Monthly,545,17,1,,,,,,,,,,,
26275,58,Male,21,10,3,30,Premium,Annual,461,22,1,,,,,,,,,,,
26276,50,Female,40,7,6,12,Basic,Annual,850,18,1,,,,,,,,,,,
26277,29,Male,6,18,8,26,Premium,Annual,705,4,1,,,,,,,,,,,
26278,63,Female,6,26,7,13,Standard,Monthly,847,30,1,,,,,,,,,,,
26279,43,Female,12,28,7,22,Standard,Quarterly,365,29,1,,,,,,,,,,,
26280,64,Female,53,6,1,18,Basic,Quarterly,621,7,1,,,,,,,,,,,
26281,47,Male,28,28,6,13,Standard,Annual,406,26,1,,,,,,,,,,,
26282,36,Male,30,10,6,19,Standard,Annual,536,1,1,,,,,,,,,,,
26283,53,Female,14,23,2,9,Basic,Annual,369,9,1,,,,,,,,,,,
26284,31,Female,5,12,8,23,Basic,Quarterly,379,6,1,,,,,,,,,,,
26285,56,Male,52,25,6,16,Basic,Quarterly,968,28,1,,,,,,,,,,,
26286,46,Male,57,2,10,13,Premium,Annual,308,17,1,,,,,,,,,,,
26287,44,Male,6,4,0,24,Basic,Annual,514,2,1,,,,,,,,,,,
26288,44,Female,28,7,10,24,Basic,Monthly,720,20,1,,,,,,,,,,,
26289,29,Female,39,26,4,19,Standard,Annual,970,9,1,,,,,,,,,,,
26290,24,Male,31,7,5,11,Premium,Annual,974,8,1,,,,,,,,,,,
26291,48,Female,57,13,0,7,Standard,Monthly,961,13,1,,,,,,,,,,,
26292,59,Male,26,17,5,5,Basic,Annual,198,2,1,,,,,,,,,,,
26293,30,Female,30,10,6,11,Basic,Monthly,368,26,1,,,,,,,,,,,
26294,36,Female,43,21,4,15,Basic,Monthly,878,30,1,,,,,,,,,,,
26295,46,Female,18,14,5,19,Standard,Quarterly,961,23,1,,,,,,,,,,,
26296,60,Female,28,10,0,4,Premium,Annual,190,12,1,,,,,,,,,,,
26297,48,Male,21,20,1,7,Basic,Quarterly,415,4,1,,,,,,,,,,,
26298,39,Female,59,20,4,13,Premium,Annual,925,8,1,,,,,,,,,,,
26299,64,Male,15,24,3,17,Premium,Annual,182,1,1,,,,,,,,,,,
26300,39,Male,34,25,1,13,Basic,Monthly,235,7,1,,,,,,,,,,,
26301,54,Female,39,15,8,26,Premium,Annual,665,28,1,,,,,,,,,,,
26302,60,Female,46,24,6,20,Standard,Annual,291,4,1,,,,,,,,,,,
26303,51,Female,11,18,3,19,Premium,Monthly,838,21,1,,,,,,,,,,,
26304,41,Female,49,24,9,24,Basic,Annual,453,14,1,,,,,,,,,,,
26305,52,Female,42,19,7,2,Premium,Quarterly,590,20,1,,,,,,,,,,,
26306,37,Female,46,16,10,19,Premium,Annual,664,17,1,,,,,,,,,,,
26307,32,Male,21,7,8,10,Premium,Quarterly,489,2,1,,,,,,,,,,,
26308,54,Female,12,22,5,22,Basic,Annual,899,23,1,,,,,,,,,,,
26309,62,Female,8,12,1,30,Premium,Monthly,392,29,1,,,,,,,,,,,
26310,34,Female,56,9,8,9,Basic,Quarterly,856,29,1,,,,,,,,,,,
26311,42,Male,4,5,5,22,Standard,Monthly,952,12,1,,,,,,,,,,,
26312,49,Female,10,19,1,28,Basic,Annual,648,1,1,,,,,,,,,,,
26313,18,Female,13,29,7,7,Premium,Quarterly,954,28,1,,,,,,,,,,,
26314,35,Male,13,1,0,28,Standard,Quarterly,760,9,1,,,,,,,,,,,
26315,51,Female,12,20,1,20,Premium,Monthly,491,20,1,,,,,,,,,,,
26316,23,Female,47,16,5,14,Standard,Annual,652,14,1,,,,,,,,,,,
26317,31,Male,42,24,6,25,Basic,Quarterly,705,25,1,,,,,,,,,,,
26318,33,Male,38,24,5,9,Premium,Quarterly,304,29,1,,,,,,,,,,,
26319,43,Female,50,25,3,27,Basic,Quarterly,834,17,1,,,,,,,,,,,
26320,53,Male,40,23,2,29,Basic,Quarterly,845,19,1,,,,,,,,,,,
26321,51,Female,14,2,6,9,Standard,Quarterly,821,20,1,,,,,,,,,,,
26322,54,Female,21,2,5,0,Premium,Monthly,620,20,1,,,,,,,,,,,
26323,34,Male,54,12,6,10,Premium,Quarterly,936,25,1,,,,,,,,,,,
26324,42,Female,3,1,9,13,Basic,Monthly,480,19,1,,,,,,,,,,,
26325,25,Female,15,19,8,6,Basic,Annual,277,15,1,,,,,,,,,,,
26326,43,Female,10,3,2,12,Premium,Monthly,579,21,1,,,,,,,,,,,
26327,51,Male,54,18,0,12,Premium,Annual,599,20,1,,,,,,,,,,,
26328,54,Female,48,10,3,22,Standard,Quarterly,586,13,1,,,,,,,,,,,
26329,30,Male,7,3,6,27,Basic,Annual,131,25,1,,,,,,,,,,,
26330,33,Male,46,12,9,26,Standard,Monthly,172,16,1,,,,,,,,,,,
26331,51,Female,1,2,3,30,Premium,Annual,357,30,1,,,,,,,,,,,
26332,60,Female,17,7,2,7,Standard,Monthly,949,20,1,,,,,,,,,,,
26333,25,Female,27,4,2,25,Basic,Monthly,702,3,1,,,,,,,,,,,
26334,52,Male,13,10,1,6,Premium,Quarterly,737,9,1,,,,,,,,,,,
26335,52,Male,13,18,2,26,Basic,Quarterly,594,1,1,,,,,,,,,,,
26336,32,Female,18,1,9,14,Standard,Annual,134,27,1,,,,,,,,,,,
26337,23,Female,22,20,4,20,Premium,Monthly,482,16,1,,,,,,,,,,,
26338,28,Male,19,20,8,9,Premium,Monthly,148,15,1,,,,,,,,,,,
26339,45,Male,27,1,3,30,Premium,Annual,172,21,1,,,,,,,,,,,
26340,29,Male,26,3,10,17,Standard,Annual,679,17,1,,,,,,,,,,,
26341,41,Male,13,13,4,19,Premium,Annual,179,14,1,,,,,,,,,,,
26342,62,Female,25,13,9,2,Standard,Annual,877,9,1,,,,,,,,,,,
26343,37,Male,31,19,2,30,Premium,Annual,302,2,1,,,,,,,,,,,
26344,31,Female,10,4,2,3,Premium,Quarterly,802,17,1,,,,,,,,,,,
26345,54,Male,28,24,2,5,Premium,Annual,279,16,1,,,,,,,,,,,
26346,24,Male,60,30,8,14,Basic,Quarterly,794,23,1,,,,,,,,,,,
26347,50,Female,47,20,6,26,Basic,Annual,708,15,1,,,,,,,,,,,
26348,50,Male,24,15,0,8,Basic,Monthly,244,24,1,,,,,,,,,,,
26349,23,Female,34,12,7,1,Premium,Monthly,281,26,1,,,,,,,,,,,
26350,25,Female,44,28,5,2,Basic,Quarterly,549,12,1,,,,,,,,,,,
26351,30,Male,50,25,6,19,Standard,Annual,625,15,1,,,,,,,,,,,
26352,32,Female,60,13,2,28,Premium,Monthly,421,5,1,,,,,,,,,,,
26353,25,Female,10,22,7,23,Standard,Annual,185,13,1,,,,,,,,,,,
26354,58,Female,49,11,5,19,Premium,Annual,442,25,1,,,,,,,,,,,
26355,52,Female,18,4,1,1,Premium,Monthly,855,3,1,,,,,,,,,,,
26356,34,Male,1,8,1,18,Basic,Monthly,519,9,1,,,,,,,,,,,
26357,63,Female,46,25,8,25,Standard,Monthly,368,26,1,,,,,,,,,,,
26358,21,Male,7,3,6,12,Standard,Monthly,774,28,1,,,,,,,,,,,
26359,65,Female,18,19,8,14,Basic,Annual,827,25,1,,,,,,,,,,,
26360,57,Male,38,10,10,14,Basic,Monthly,414,24,1,,,,,,,,,,,
26361,50,Female,52,13,5,9,Premium,Annual,120,11,1,,,,,,,,,,,
26362,29,Male,52,12,10,7,Standard,Monthly,619,3,1,,,,,,,,,,,
26363,35,Male,60,13,3,7,Basic,Monthly,660,8,1,,,,,,,,,,,
26364,36,Male,59,14,2,12,Premium,Annual,655,26,0,,,,,,,,,,,
26365,24,Female,30,5,8,29,Basic,Monthly,945,8,1,,,,,,,,,,,
26366,36,Female,19,5,9,11,Standard,Annual,730,1,1,,,,,,,,,,,
26367,50,Male,34,24,8,18,Premium,Monthly,458,21,1,,,,,,,,,,,
26368,62,Female,3,21,0,1,Standard,Quarterly,291,20,1,,,,,,,,,,,
26369,42,Male,27,19,8,28,Premium,Annual,722,19,1,,,,,,,,,,,
26370,64,Male,58,18,6,23,Premium,Quarterly,814,28,1,,,,,,,,,,,
26371,33,Female,34,6,2,16,Basic,Monthly,594,29,1,,,,,,,,,,,
26372,27,Male,37,26,8,20,Premium,Monthly,183,22,1,,,,,,,,,,,
26373,60,Male,43,15,4,18,Standard,Monthly,932,4,1,,,,,,,,,,,
26374,28,Male,50,28,8,8,Premium,Annual,172,4,1,,,,,,,,,,,
26375,62,Female,19,26,4,24,Premium,Annual,241,23,1,,,,,,,,,,,
26376,29,Male,25,23,2,0,Standard,Quarterly,682,27,0,,,,,,,,,,,
26377,41,Male,13,14,9,21,Basic,Annual,888,16,1,,,,,,,,,,,
26378,29,Female,60,21,10,28,Basic,Annual,713,19,1,,,,,,,,,,,
26379,40,Female,50,19,3,23,Premium,Monthly,371,1,1,,,,,,,,,,,
26380,21,Male,4,29,4,5,Premium,Annual,297,14,1,,,,,,,,,,,
26381,41,Male,38,2,5,18,Basic,Quarterly,735,16,1,,,,,,,,,,,
26382,32,Female,43,22,1,11,Premium,Monthly,546,6,1,,,,,,,,,,,
26383,65,Female,1,3,9,23,Standard,Annual,412,30,1,,,,,,,,,,,
26384,40,Male,45,29,5,12,Basic,Annual,780,1,1,,,,,,,,,,,
26385,24,Male,11,26,4,1,Standard,Annual,382,25,1,,,,,,,,,,,
26386,44,Female,13,19,2,10,Basic,Quarterly,842,14,0,,,,,,,,,,,
26387,25,Female,13,1,3,26,Premium,Annual,676,3,1,,,,,,,,,,,
26388,23,Male,27,25,5,11,Premium,Annual,469,17,1,,,,,,,,,,,
26389,20,Male,19,25,2,4,Standard,Quarterly,475,10,1,,,,,,,,,,,
26390,22,Female,9,2,7,18,Basic,Monthly,961,5,1,,,,,,,,,,,
26391,30,Male,4,25,2,7,Premium,Annual,818,5,0,,,,,,,,,,,
26392,28,Male,28,17,5,1,Basic,Quarterly,231,2,1,,,,,,,,,,,
26393,21,Female,47,28,9,15,Standard,Quarterly,917,30,1,,,,,,,,,,,
26394,26,Male,2,2,0,26,Basic,Quarterly,487,17,1,,,,,,,,,,,
26395,36,Male,40,6,7,28,Premium,Annual,765,12,1,,,,,,,,,,,
26396,28,Male,25,6,6,24,Premium,Quarterly,896,11,1,,,,,,,,,,,
26397,52,Female,39,9,9,20,Premium,Monthly,141,13,1,,,,,,,,,,,
26398,52,Male,24,25,9,14,Premium,Annual,606,28,1,,,,,,,,,,,
26399,22,Male,35,11,8,9,Basic,Monthly,330,27,1,,,,,,,,,,,
26400,48,Male,27,19,5,16,Standard,Monthly,359,8,1,,,,,,,,,,,
26401,19,Male,39,29,4,29,Standard,Quarterly,175,30,1,,,,,,,,,,,
26402,22,Male,3,26,8,14,Basic,Quarterly,603,10,1,,,,,,,,,,,
26403,41,Male,49,2,7,7,Basic,Quarterly,142,24,1,,,,,,,,,,,
26404,28,Male,36,27,5,6,Basic,Annual,707,27,1,,,,,,,,,,,
26405,58,Female,5,7,9,14,Standard,Quarterly,585,30,1,,,,,,,,,,,
26406,49,Female,46,8,9,17,Basic,Monthly,813,13,1,,,,,,,,,,,
26407,19,Female,27,26,10,7,Premium,Annual,381,17,1,,,,,,,,,,,
26408,39,Male,28,7,9,3,Standard,Monthly,857,3,1,,,,,,,,,,,
26409,63,Female,9,10,2,17,Premium,Annual,312,8,1,,,,,,,,,,,
26410,58,Female,24,12,0,27,Standard,Quarterly,795,28,1,,,,,,,,,,,
26411,41,Male,8,1,0,13,Premium,Annual,512,5,0,,,,,,,,,,,
26412,23,Male,49,28,6,23,Standard,Annual,428,14,1,,,,,,,,,,,
26413,56,Female,34,27,1,4,Premium,Monthly,918,24,1,,,,,,,,,,,
26414,56,Male,27,1,6,2,Standard,Monthly,314,10,1,,,,,,,,,,,
26415,35,Male,15,21,10,18,Basic,Monthly,718,14,1,,,,,,,,,,,
26416,65,Male,46,8,0,25,Premium,Annual,899,17,1,,,,,,,,,,,
26417,61,Female,44,25,5,23,Premium,Quarterly,858,30,1,,,,,,,,,,,
26418,61,Male,37,17,1,18,Basic,Quarterly,301,11,1,,,,,,,,,,,
26419,29,Male,29,19,10,30,Premium,Annual,600,6,1,,,,,,,,,,,
26420,19,Female,8,12,6,5,Basic,Monthly,390,19,1,,,,,,,,,,,
26421,51,Male,19,23,2,14,Standard,Quarterly,765,24,1,,,,,,,,,,,
26422,25,Female,12,7,1,20,Standard,Monthly,344,27,1,,,,,,,,,,,
26423,22,Male,40,14,1,28,Standard,Quarterly,922,4,1,,,,,,,,,,,
26424,53,Female,43,24,9,17,Premium,Quarterly,426,5,1,,,,,,,,,,,
26425,33,Female,52,24,2,30,Basic,Quarterly,711,14,1,,,,,,,,,,,
26426,57,Male,30,13,6,9,Basic,Monthly,411,8,1,,,,,,,,,,,
26427,59,Female,57,17,8,27,Basic,Quarterly,715,14,1,,,,,,,,,,,
26428,48,Female,16,27,1,3,Basic,Quarterly,152,14,1,,,,,,,,,,,
26429,28,Female,51,24,4,9,Standard,Quarterly,606,29,1,,,,,,,,,,,
26430,24,Male,50,4,10,7,Basic,Monthly,168,28,1,,,,,,,,,,,
26431,33,Male,49,25,3,14,Basic,Monthly,107,13,1,,,,,,,,,,,
26432,38,Male,38,7,2,8,Premium,Quarterly,384,6,1,,,,,,,,,,,
26433,33,Male,48,14,9,23,Premium,Quarterly,551,29,1,,,,,,,,,,,
26434,24,Female,8,7,4,6,Standard,Annual,978,25,1,,,,,,,,,,,
26435,36,Female,23,8,3,20,Premium,Quarterly,840,9,1,,,,,,,,,,,
26436,18,Male,11,28,8,30,Standard,Monthly,145,11,1,,,,,,,,,,,
26437,29,Male,11,13,5,15,Premium,Monthly,792,24,1,,,,,,,,,,,
26438,57,Female,40,10,10,0,Premium,Monthly,717,19,1,,,,,,,,,,,
